 4.32569662e-01  4.32569662e-01 
 4.20917049e-01  4.20917049e-01 
 4.08187603e-01  4.08187603e-01 
 4.83036962e-01  4.83036962e-01 
 4.00105585e-01  4.00105585e-01 
 3.84426386e-01  3.84426386e-01 
 3.91631284e-01  3.91631284e-01 
 3.73540228e-01  3.73540228e-01 
 4.17039283e-01  4.17039283e-01 
 3.72998331e-01  3.72998331e-01 
 3.96973065e-01  3.96973065e-01 
 4.00319309e-01  4.00319309e-01 
 3.80425254e-01  3.80425254e-01 
 4.45899574e-01  4.45899574e-01 
 3.77106471e-01  3.77106471e-01 
 4.01699274e-01  4.01699274e-01 
 4.12930873e-01  4.12930873e-01 
 3.50436886e-01  3.50436886e-01 
 3.89253805e-01  3.89253805e-01 
 5.02835154e-01  5.02835154e-01 
 3.75253238e-01  3.75253238e-01 
 3.65475111e-01  3.65475111e-01 
 4.16209836e-01  4.16209836e-01 
 3.96714227e-01  3.96714227e-01 
 3.70779221e-01  3.70779221e-01 
 4.01786837e-01  4.01786837e-01 
 3.96040601e-01  3.96040601e-01 
 4.41761259e-01  4.41761259e-01 
 4.12849408e-01  4.12849408e-01 
 4.01659114e-01  4.01659114e-01 
 3.81253221e-01  3.81253221e-01 
 4.65812214e-01  4.65812214e-01 
 4.17907344e-01  4.17907344e-01 
 4.24910067e-01  4.24910067e-01 
 4.31300916e-01  4.31300916e-01 
 3.91047197e-01  3.91047197e-01 
 3.62237515e-01  3.62237515e-01 
 3.64493833e-01  3.64493833e-01 
 4.19042830e-01  4.19042830e-01 
 4.54139276e-01  4.54139276e-01 
 3.91026376e-01  3.91026376e-01 
 3.99735531e-01  3.99735531e-01 
 4.67311077e-01  4.67311077e-01 
 4.26228251e-01  4.26228251e-01 
 4.15108666e-01  4.15108666e-01 
 4.19861823e-01  4.19861823e-01 
 4.07698635e-01  4.07698635e-01 
 4.69539227e-01  4.69539227e-01 
 4.33212252e-01  4.33212252e-01 
 4.06792012e-01  4.06792012e-01 
 4.10982688e-01  4.10982688e-01 
 4.23483355e-01  4.23483355e-01 
 4.15938770e-01  4.15938770e-01 
 4.67525151e-01  4.67525151e-01 
 3.46901895e-01  3.46901895e-01 
 4.62129950e-01  4.62129950e-01 
 4.46078040e-01  4.46078040e-01 
 4.25435277e-01  4.25435277e-01 
 4.31912459e-01  4.31912459e-01 
 4.20625114e-01  4.20625114e-01 
 4.17591471e-01  4.17591471e-01 
 4.35043815e-01  4.35043815e-01 
 3.65468425e-01  3.65468425e-01 
 4.68490861e-01  4.68490861e-01 
 4.04818012e-01  4.04818012e-01 
 4.25949810e-01  4.25949810e-01 
 4.36762264e-01  4.36762264e-01 
 4.34534332e-01  4.34534332e-01 
 4.19300140e-01  4.19300140e-01 
